Gene name,Ensembl ID,lead SNP,Trait,Other Traits GWAS significant in meta-analysis,chr,Variant_posa,Entrez ID,Biotype,Distanceb,<500kbpc,GWAS Hitd,All_evidencee,MostSevereConsequencef,PPC_Gene_MODERATEandHIGHg,EO_OAh,"bone diseases, developmentali",Coloc_Tissuesj,Piccolo_Tissuesk,MetaXcan_Tissuesl,Animal_Skeletonm,Prot_logFCn,Prot_FDRo,RNASeq_logFCp,RNASeq_FDRq,msh_Mendelr
SOX9,ENSG00000125398,rs8067763,OA_knee,NA,17,70012939,6662,protein_coding,-109622,1,57,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,absent hyoid bone lesser horns; osteoporosis; abnormal bone ossification; short ulna; abnormal vertebrae development; abnormal temporomandibular joint morphology; abnormal Meckel's cartilage morphology; abnormal bone marrow cavity morphology; small scapula; abnormal humerus morphology; absent nasal capsule; abnormal laryngeal cartilage morphology; abnormal osteoblast differentiation; abnormal tracheal cartilage morphology; bowed radius; abnormal long bone hypertrophic chondrocyte zone; abnormal sternum morphology; short maxilla; short mandible; abnormal vertebral body morphology; abnormal epiphyseal plate morphology; short sternum; decreased trabecular bone thickness; short radius; abnormal ilium morphology; absent sternum; decreased cranium length; decreased compact bone thickness; abnormal metacarpal bone morphology; abnormal axial skeleton morphology; absent hyoid bone body; absent stapes; abnormal endochondral bone ossification; abnormal vertebrae morphology; abnormal long bone morphology; bowed tibia; abnormal pelvic girdle bone morphology; abnormal trabecular bone morphology; abnormal pubis morphology; absent cartilage; abnormal chondrocyte physiology; abnormal thyroid cartilage morphology; abnormal hyoid bone morphology; premature bone ossification; abnormal craniofacial bone morphology; lumbar vertebral fusion; absent presphenoid bone; small mandibular condyloid process; abnormal ischium morphology; domed cranium; small mandible; chondrodystrophy; absent deltoid tuberosity; abnormal skeleton morphology; abnormal sternebra morphology; abnormal skeleton development; abnormal xiphoid process morphology; abnormal cranium morphology; small pubis; bowed fibula; abnormal rib morphology; micrognathia; bowed ulna; decreased length of long bones; premature endochondral bone ossification; short femur; absent basisphenoid bone; abnormal tendon morphology; small thoracic cage; abnormal bone remodeling; absent styloid process; abnormal limb bone morphology; scapular bone hypoplasia; decreased bone mass; abnormal scapula morphology; kyphosis; absent Meckel's cartilage; abnormal scapular spine morphology; short humerus; increased width of hypertrophic chondrocyte zone; abnormal cartilage development; absent malleus; abnormal long bone epiphyseal plate proliferative zone; abnormal joint morphology; absent incus; rib fusion; abnormal bone mineralization,NA,NA,NA,NA,"46, xy disorders of sex development|46, xx testicular disorders of sex development|campomelic dysplasia|ovotesticular disorders of sex development|campomelic dysplasia|46, xy disorders of sex development|pierre robin syndrome"
TMEM241,ENSG00000134490,rs10502437,OA,NA,18,20970706,85019,protein_coding,0,1,58,_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_brain_spinal_cord_cervical_c1,-,-,increased rib number; abnormal cervical vertebrae morphology; abnormal thoracic vertebrae morphology,NA,NA,NA,NA,0
RIOK3,ENSG00000101782,rs10502437,OA,NA,18,20970706,8780,protein_coding,-95861,1,58,_piccolo_,NA,NA,NA,NA,-,gtex7_cells_transformed_fibroblasts;Mono-rna-6h,-,NA,NA,NA,NA,NA,0
NPC1,ENSG00000141458,rs10502437,OA,NA,18,20970706,4864,protein_coding,-196156,1,58,_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_muscle_skeletal;gtex7_stomach;gtex7_heart_left_ventricle;gtex7_ovary;gtex7_skin_not_sun_exposed_suprapubic;gtex7_small_intestine_terminal_ileum;gtex7_skin_sun_exposed_lower_leg;gtex7_artery_coronary;gtex7_heart_atrial_appendage;gtex7_brain_cerebellum;gtex7_spleen;gtex7_adipose_visceral_omentum;gtex7_esophagus_mucosa;gtex7_breast_mammary_tissue;gtex7_brain_caudate_basal_ganglia,-,-,decreased rib number,NA,NA,NA,NA,"leukodystrophy, globoid cell|niemann-pick disease, type c|leukodystrophy, globoid cell|leukodystrophy, globoid cell|leukodystrophy, globoid cell|leukodystrophy, globoid cell"
LAMA3,ENSG00000053747,rs10502437,OA,NA,18,20970706,3909,protein_coding,-564324,0,58,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal enamel morphology; abnormal ameloblast morphology,NA,NA,NA,NA,"laryngeal diseases|laryngeal diseases|epidermolysis bullosa, junctional|epidermolysis bullosa, junctional|epidermolysis bullosa, junctional|epidermolysis bullosa, junctional"
OSBPL1A,ENSG00000141447,rs10502437,OA,NA,18,20970706,114876,protein_coding,-1007138,0,58,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.381124615,0.001601817,NA,NA,0
OLFM2,ENSG00000105088,rs1560707,OA,NA,19,10750738,93145,protein_coding,703510,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.104189316,0.000344099,0
COL5A3,ENSG00000080573,rs1560707,OA,NA,19,10750738,50509,protein_coding,629591,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.998088317,8.40E-05,0
ANGPTL6,ENSG00000130812,rs1560707,OA,NA,19,10750738,83854,protein_coding,537266,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.367741376,0.011130865,0
PPAN,ENSG00000130810,rs1560707,OA,NA,19,10750738,56342,protein_coding,528428,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.293388613,0.000623259,0
P2RY11,ENSG00000244165,rs1560707,OA,NA,19,10750738,5032,protein_coding,524690,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.215746282,0.036042811,narcolepsy
DNMT1,ENSG00000130816,rs1560707,OA,NA,19,10750738,1786,protein_coding,408776,1,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.321116171,5.84E-05,hereditary sensory and motor neuropathy|cerebellar ataxia|hereditary sensory and motor neuropathy|cerebellar ataxia
S1PR2,ENSG00000267534,rs1560707,OA,NA,19,10750738,9294,protein_coding,408731,1,59,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,otosclerosis,NA,NA,-0.226754975,0.026023879,"hearing loss, sensorineural|deafness"
ICAM1,ENSG00000090339,rs1560707,OA,NA,19,10750738,3383,protein_coding,353447,1,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.45258433,0.00248424,malaria
ICAM5,ENSG00000105376,rs1560707,OA,NA,19,10750738,7087,protein_coding,343284,1,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.446831367,0.012106221,0
ZGLP1,ENSG00000220201,rs1560707,OA,NA,19,10750738,100125288,protein_coding,330182,1,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.413880352,0.016764368,0
CTD-2369P2.12,ENSG00000267303,rs1560707,OA,NA,19,10750738,NA,protein_coding,319384,1,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-1.174248788,0.039690979,0
TYK2,ENSG00000105397,rs1560707,OA,NA,19,10750738,7297,protein_coding,259386,1,59,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased susceptibility to induced arthritis,NA,NA,NA,NA,"job syndrome|immunologic deficiency syndromes|arthritis|lymphoma, primary cutaneous anaplastic large cell|lymphomatoid papulosis|arthritis, juvenile"
PDE4A,ENSG00000065989,rs1560707,OA,NA,19,10750738,5141,protein_coding,170431,1,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.421559257,0.000694397,0
SLC44A2,ENSG00000129353,rs1560707,OA,NA,19,10750738,57153,protein_coding,0,1,59,_coloc_piccolo_DEGProt_DEGmRNA,NA,NA,NA,NA,gtex7_adrenal_gland,CD4-meta-cis;Mono-LPS-90m;Mono-mdp-90m;Mono-mdp-6h;Mono-rna-6h;Mono-rna-90min;Macro-Salmonella;Macro-naive;Mono-naive,-,NA,-0.410894692,0.002435666,0.25829853,0.04087981,0
ILF3-AS1,ENSG00000267100,rs1560707,OA,NA,19,10750738,NA,lincRNA,-13782,1,59,_piccolo_MetaXcan_,NA,NA,NA,NA,-,gtex7_whole_blood,gtex7_brain_cortex,NA,NA,NA,NA,NA,NA
ILF3,ENSG00000129351,rs1560707,OA,NA,19,10750738,3609,protein_coding,-52355,1,59,_coloc_piccolo_MetaXcan_DEGmRNA,NA,NA,NA,NA,gtex7_artery_coronary;gtex7_esophagus_muscularis,wb;gtex7_whole_blood,gtex7_skin_sun_exposed_lower_leg,NA,NA,NA,-0.165958336,0.007438811,0
DNM2,ENSG00000079805,rs1560707,OA,NA,19,10750738,1785,protein_coding,-193426,1,59,_piccolo_MetaXcan_,NA,NA,NA,NA,-,Macro-naive,gtex7_adipose_subcutaneous,NA,NA,NA,NA,NA,"charcot-marie-tooth disease|myopathies, structural, congenital|arthrogryposis|charcot-marie-tooth disease|charcot-marie-tooth disease|fetal diseases"
TMED1,ENSG00000099203,rs1560707,OA,NA,19,10750738,11018,protein_coding,-196256,1,59,_piccolo_DEGmRNA,NA,NA,NA,NA,-,Mono-IFN,-,NA,NA,NA,0.16915157,0.010606166,0
SMARCA4,ENSG00000127616,rs1560707,OA,NA,19,10750738,6597,protein_coding,-439364,1,59,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased osteosarcoma incidence; micrognathia,NA,NA,NA,NA,"ovarian neoplasms|abnormalities, multiple|rhabdoid tumor|rhabdoid tumor"
KANK2,ENSG00000197256,rs1560707,OA,NA,19,10750738,25959,protein_coding,-557729,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.433769017,0.000365205,"keratoderma, palmoplantar|keratoderma, palmoplantar"
TMEM205,ENSG00000105518,rs1560707,OA,NA,19,10750738,374882,protein_coding,-706456,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.19302306,0.031942845,0
RGL3,ENSG00000205517,rs1560707,OA,NA,19,10750738,57139,protein_coding,-779280,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.258431269,0.030811538,0
CCDC151,ENSG00000198003,rs1560707,OA,NA,19,10750738,115948,protein_coding,-795865,0,59,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.554472092,0.000103805,kartagener syndrome|ciliary motility disorders
CNN1,ENSG00000130176,rs1560707,OA,NA,19,10750738,1264,protein_coding,-910400,0,59,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,ectopic bone; enhanced osteoblast differentiation; premature bone ossification; increased diameter of femur; increased diameter of long bones; abnormal cartilage development; abnormal bone healing; increased osteoblast cell number,NA,NA,NA,NA,0
ACP5,ENSG00000102575,rs1560707,OA,NA,19,10750738,54,protein_coding,-939085,0,59,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal bone remodeling; thickened long bone epiphysis; abnormal long bone metaphysis morphology; abnormal osteoclast physiology; abnormal femur morphology; increased long bone epiphyseal plate size; disorganized long bone epiphyseal plate; abnormal axial skeleton morphology; increased bone mineral density; increased width of hypertrophic chondrocyte zone; abnormal vertebral epiphyseal plate morphology; abnormal endochondral bone ossification; abnormal long bone epiphyseal plate proliferative zone; abnormal skeleton development; abnormal vertebrae morphology; abnormal long bone morphology; abnormal chondrocyte morphology; abnormal caudal vertebrae morphology; decreased length of long bones; increased bone mineralization; abnormal trabecular bone morphology; abnormal tibia morphology; increased diameter of long bones; abnormal long bone epiphyseal plate morphology; abnormal bone mineralization; osteopetrosis,NA,NA,NA,NA,osteochondrodysplasias|osteochondrodysplasias
PLD3,ENSG00000105223,rs75621460,OA,OA_kneehip,19,41833784,23646,protein_coding,947438,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.277764738,0.033375672,0
CTC-492K19.4,ENSG00000268366,rs75621460,OA,OA_kneehip,19,41833784,NA,antisense,883790,0,60,_coloc_,NA,NA,NA,NA,gtex7_cells_transformed_fibroblasts,-,-,NA,NA,NA,NA,NA,NA
BLVRB,ENSG00000090013,rs75621460,OA,OA_kneehip,19,41833784,645,protein_coding,862037,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.259337045,0.025261529,0
LTBP4,ENSG00000090006,rs75621460,OA,OA_kneehip,19,41833784,8425,protein_coding,698061,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.423044854,0.002536855,"muscular dystrophy, duchenne|cutis laxa|cartilage diseases"
NUMBL,ENSG00000105245,rs75621460,OA,OA_kneehip,19,41833784,9253,protein_coding,636907,0,60,_coloc_,NA,NA,NA,NA,gtex7_whole_blood,-,-,NA,NA,NA,NA,NA,0
ITPKC,ENSG00000086544,rs75621460,OA,OA_kneehip,19,41833784,80271,protein_coding,587019,0,60,_DEGProt_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,-0.400323846,0.001356459,-0.288903249,0.007333229,mucocutaneous lymph node syndrome
SNRPA,ENSG00000077312,rs75621460,OA,OA_kneehip,19,41833784,6626,protein_coding,562490,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.165770256,0.034113704,0
MIA,ENSG00000261857,rs75621460,OA,OA_kneehip,19,41833784,8190,protein_coding,550389,0,60,_Animal-skeletal_DEGProt_,NA,NA,NA,NA,-,-,-,abnormal chondrocyte morphology,-0.543807577,0.022301125,NA,NA,0
CYP2T1P,ENSG00000233622,rs75621460,OA,OA_kneehip,19,41833784,NA,transcribed_unitary_pseudogene,516489,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.258523272,0.024547478,NA
AXL,ENSG00000167601,rs75621460,OA,OA_kneehip,19,41833784,558,protein_coding,66113,1,60,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,joint inflammation,NA,NA,NA,NA,NA
TGFB1,ENSG00000105329,rs75621460,OA,OA_kneehip,19,41833784,7040,protein_coding,0,1,60,_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_skin_sun_exposed_lower_leg,-,-,misaligned incisors; kyphosis; decreased osteoblast cell number; abnormal incisor color; abnormal bone ossification; ameloblast degeneration; abnormal incisor morphology; abnormal tooth attrition; abnormal tooth morphology; abnormal enamel morphology; malocclusion; abnormal tooth mineralization,NA,NA,NA,NA,camurati-engelmann syndrome|camurati-engelmann syndrome|cystic fibrosis|cystic fibrosis
CEACAM5,ENSG00000105388,rs75621460,OA,OA_kneehip,19,41833784,1048,protein_coding,-399934,1,60,_coloc_,NA,NA,NA,NA,gtex7_stomach,-,-,NA,NA,NA,NA,NA,NA
DEDD2,ENSG00000160570,rs75621460,OA,OA_kneehip,19,41833784,162989,protein_coding,-890508,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.267635483,0.019607509,NA
GSK3A,ENSG00000105723,rs75621460,OA,OA_kneehip,19,41833784,2931,protein_coding,-912993,0,60,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased lumbar vertebrae number; increased sacral vertebrae number; wide metopic suture,NA,NA,NA,NA,NA
ERF,ENSG00000105722,rs75621460,OA,OA_kneehip,19,41833784,2077,protein_coding,-925525,0,60,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,premature cranial suture closure; delayed bone ossification; domed cranium,NA,NA,NA,NA,craniosynostoses|craniosynostoses|craniosynostoses|craniofacial dysostosis|craniosynostoses
PAFAH1B3,ENSG00000079462,rs75621460,OA,OA_kneehip,19,41833784,5050,protein_coding,-973914,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.323570705,0.023887102,NA
TMEM145,ENSG00000167619,rs75621460,OA,OA_kneehip,19,41833784,284339,protein_coding,-995430,0,60,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.48422835,0.035206951,NA
MEGF8,ENSG00000105429,rs75621460,OA,OA_kneehip,19,41833784,1954,protein_coding,-1049137,0,60,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,split sternum; delayed bone ossification; abnormal thoracic cage morphology; micrognathia,NA,NA,NA,NA,acrocephalosyndactylia|acrocephalosyndactylia
DNAAF3,ENSG00000167646,rs4252548,OA_hip,NA,19,55879672,352909,protein_coding,201582,1,61,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal vertebral column morphology,NA,NA,NA,NA,kartagener syndrome|kartagener syndrome
PTPRH,ENSG00000080031,rs4252548,OA_hip,NA,19,55879672,5794,protein_coding,158798,1,61,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.666513465,0.000611552,NA
COX6B2,ENSG00000160471,rs4252548,OA_hip,NA,19,55879672,125965,protein_coding,13490,1,61,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.461716161,0.022633751,NA
IL11,ENSG00000095752,rs4252548,OA_hip,NA,19,55879672,3589,protein_coding,0,1,61,Missense_DEGmRNA,missense_variant,0.999849336,NA,NA,-,-,-,NA,NA,NA,0.787121114,0.004822478,0
SHISA7,ENSG00000187902,rs4252548,OA_hip,NA,19,55879672,729956,protein_coding,-74558,1,61,_coloc_,NA,NA,NA,NA,gtex7_brain_cerebellum;gtex7_brain_cerebellar_hemisphere,-,-,NA,NA,NA,NA,NA,NA
NAT14,ENSG00000090971,rs4252548,OA_hip,NA,19,55879672,57106,protein_coding,-119263,1,61,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.237653076,0.042568698,NA
SSC5D,ENSG00000179954,rs4252548,OA_hip,NA,19,55879672,284297,protein_coding,-150793,1,61,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.901396373,1.14E-06,NA
ZNF524,ENSG00000171443,rs4252548,OA_hip,NA,19,55879672,147807,protein_coding,-234832,1,61,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.285329913,0.006648525,NA
ZSCAN5A,ENSG00000131848,rs4252548,OA_hip,NA,19,55879672,79149,protein_coding,-1000080,0,61,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.300735428,0.010120794,NA
ITCH,ENSG00000078747,rs143384,OA_knee,OA_kneehip;OA,20,34025756,83737,protein_coding,926558,0,62,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal tooth morphology; decreased bone mineral density; abnormal bone structure; decreased bone mineral content,NA,NA,NA,NA,immunologic deficiency syndromes|autoimmune diseases
MAP1LC3A,ENSG00000101460,rs143384,OA_knee,OA_kneehip;OA,20,34025756,84557,protein_coding,877607,0,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_hippocampus,NA,NA,NA,NA,NA,0
PIGU,ENSG00000101464,rs143384,OA_knee,OA_kneehip;OA,20,34025756,128869,protein_coding,739162,0,62,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.205341502,0.003522389,0
ACSS2,ENSG00000131069,rs143384,OA_knee,OA_kneehip;OA,20,34025756,55902,protein_coding,509991,0,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_artery_tibial,NA,NA,NA,NA,NA,0
MYH7B,ENSG00000078814,rs143384,OA_knee,OA_kneehip;OA,20,34025756,57644,protein_coding,435516,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_breast_mammary_tissue,NA,NA,NA,NA,NA,isolated noncompaction of the ventricular myocardium
TRPC4AP,ENSG00000100991,rs143384,OA_knee,OA_kneehip;OA,20,34025756,26133,protein_coding,345082,1,62,_coloc_MetaXcan_,NA,NA,NA,NA,gtex7_skin_not_sun_exposed_suprapubic,-,gtex7_esophagus_gastroesophageal_junction;gtex7_skin_not_sun_exposed_suprapubic,NA,NA,NA,NA,NA,0
EDEM2,ENSG00000088298,rs143384,OA_knee,OA_kneehip;OA,20,34025756,55741,protein_coding,290589,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_cells_transformed_fibroblasts,NA,NA,NA,NA,NA,0
PROCR,ENSG00000101000,rs143384,OA_knee,OA_kneehip;OA,20,34025756,10544,protein_coding,221713,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_cells_ebv-transformed_lymphocytes,NA,NA,NA,NA,NA,0
EIF6,ENSG00000242372,rs143384,OA_knee,OA_kneehip;OA,20,34025756,3692,protein_coding,152968,1,62,_coloc_DEGProt_DEGmRNA,NA,NA,NA,NA,gtex7_minor_salivary_gland,-,-,NA,-0.177978823,0.043026219,-0.177472272,0.016335067,0
UQCC1,ENSG00000101019,rs143384,OA_knee,OA_kneehip;OA,20,34025756,55245,protein_coding,25812,1,62,_coloc_piccolo_MetaXcan_,NA,NA,NA,NA,gtex7_adipose_subcutaneous;gtex7_lung;gtex7_muscle_skeletal;gtex7_cells_ebvtransformed_lymphocytes;gtex7_breast_mammary_tissue;gtex7_brain_hippocampus;gtex7_nerve_tibial;gtex7_whole_blood;gtex7_artery_tibial;gtex7_stomach;gtex7_skin_not_sun_exposed_suprapubic;gtex7_thyroid;gtex7_pancreas;gtex7_skin_sun_exposed_lower_leg;gtex7_esophagus_mucosa;gtex7_adipose_visceral_omentum;gtex7_brain_caudate_basal_ganglia,Macro-Listeria;Macro-naive,gtex7_artery_tibial;gtex7_brain_cortex;gtex7_brain_hippocampus;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_cells_ebv-transformed_lymphocytes;gtex7_cells_transformed_fibroblasts;gtex7_esophagus_mucosa;gtex7_lung;gtex7_muscle_skeletal;gtex7_nerve_tibial;gtex7_stomach;gtex7_thyroid;gtex7_whole_blood,NA,NA,NA,NA,NA,0
GDF5,ENSG00000125965,rs143384,OA_knee,OA_kneehip;OA,20,34025756,8200,protein_coding,0,1,62,_BoneDis_coloc_MetaXcan_Animal-skeletal_,NA,NA,NA,yes,gtex7_lung;gtex7_esophagus_gastroesophageal_junction;gtex7_pituitary;gtex7_brain_putamen_basal_ganglia;gtex7_colon_sigmoid;gtex7_thyroid,-,gtex7_adipose_subcutaneous;gtex7_brain_putamen_basal_ganglia;gtex7_colon_sigmoid;gtex7_esophagus_gastroesophageal_junction;gtex7_heart_atrial_appendage,abnormal long bone epiphysis morphology; fused joints; short tibia; abnormal vertebral articular process morphology; abnormal limb bone morphology; brachyphalangia; abnormal fibula morphology; abnormal femur morphology; abnormal endochondral bone ossification; short radius; delayed bone ossification; abnormal metatarsal bone morphology; short ulna; abnormal phalanx morphology; abnormal metacarpal bone morphology; short humerus; short metatarsal bones; short fibula; abnormal tarsal bone morphology; abnormal vertebral spinous process morphology; abnormal patella morphology; short metacarpal bones; fused carpal bones; abnormal carpal bone morphology; abnormal long bone morphology; abnormal cartilage morphology; fused metatarsal bones; abnormal limb long bone morphology; delayed endochondral bone ossification; bowed radius; decreased length of long bones; decreased chondrocyte number; abnormal joint morphology; absent talus; abnormal tibia morphology; scoliosis; short femur; abnormal long bone epiphyseal plate morphology; abnormal cartilage development; abnormal articular cartilage morphology; fused metacarpal bones; fused phalanges,NA,NA,NA,NA,"joint diseases|osteochondrodysplasias|brachydactyly|bone diseases, developmental|joint diseases|brachydactyly|brachydactyly|brachydactyly|synostosis|brachydactyly|osteochondrodysplasias|synostosis|brachydactyly|osteoarthritis|brachydactyly|brachydactyly|osteochondrodysplasias"
CEP250,ENSG00000126001,rs143384,OA_knee,OA_kneehip;OA,20,34025756,11190,protein_coding,-81352,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cerebellum;gtex7_brain_cortex;gtex7_brain_frontal_cortex_ba9;gtex7_brain_hippocampus;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_brain_putamen_basal_ganglia;gtex7_colon_sigmoid;gtex7_muscle_skeletal;gtex7_nerve_tibial,NA,NA,NA,NA,NA,0
ERGIC3,ENSG00000125991,rs143384,OA_knee,OA_kneehip;OA,20,34025756,51614,protein_coding,-119649,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_cells_transformed_fibroblasts;gtex7_nerve_tibial,NA,NA,NA,NA,NA,0
FER1L4,ENSG00000088340,rs143384,OA_knee,OA_kneehip;OA,20,34025756,NA,transcribed_unitary_pseudogene,-169728,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_nerve_tibial,NA,NA,NA,NA,NA,NA
RBM12,ENSG00000244462,rs143384,OA_knee,OA_kneehip;OA,20,34025756,10137,protein_coding,-227122,1,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_colon_transverse,NA,NA,NA,NA,NA,0
PHF20,ENSG00000025293,rs143384,OA_knee,OA_kneehip;OA,20,34025756,51230,protein_coding,-512547,0,62,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,fragile skeleton; delayed bone ossification; decreased lumbar vertebrae number,NA,NA,NA,NA,0
SCAND1,ENSG00000171222,rs143384,OA_knee,OA_kneehip;OA,20,34025756,51282,protein_coding,-521638,0,62,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_artery_aorta,NA,NA,NA,NA,NA,0
SPATA20P1,ENSG00000231123,rs2836618,OA_hip,OA_kneehip,21,40048295,NA,processed_pseudogene,437709,1,63,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.718176435,0.012575546,NA
KCNJ15,ENSG00000157551,rs2836618,OA_hip,OA_kneehip,21,40048295,3772,protein_coding,369016,1,63,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.389005253,0.003654586,NA
ERG,ENSG00000157554,rs2836618,OA_hip,OA_kneehip,21,40048295,2078,protein_coding,14591,1,63,_coloc_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,gtex7_brain_cortex,-,-,increased susceptibility to induced arthritis; osteoarthritis; abnormal articular cartilage morphology,NA,NA,-0.470117433,1.24E-05,"sarcoma, ewing|neuroectodermal tumors, primitive, peripheral|sarcoma, ewing"
PSMG1,ENSG00000183527,rs2836618,OA_hip,OA_kneehip,21,40048295,8624,protein_coding,-507482,0,63,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.309627478,0.004090286,0
HMGN1,ENSG00000205581,rs2836618,OA_hip,OA_kneehip,21,40048295,3150,protein_coding,-673278,0,63,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.197060482,0.005800222,0
RRP7A,ENSG00000189306,rs528981060,OA,NA,22,43662241,27341,protein_coding,746433,0,64,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.193642221,0.012364198,NA
RRP7BP,ENSG00000182841,rs528981060,OA,NA,22,43662241,NA,transcribed_unprocessed_pseudogene,684197,0,64,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.237695236,0.011237261,NA
CYB5R3,ENSG00000100243,rs528981060,OA,NA,22,43662241,1727,protein_coding,616667,0,64,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.299955981,0.0138835,methemoglobinemia|methemoglobinemia|methemoglobinemia
A4GALT,ENSG00000128274,rs528981060,OA,NA,22,43662241,53947,protein_coding,544937,0,64,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.375100708,0.001059022,transfusion reaction
RP1-47A17.1,ENSG00000274717,rs528981060,OA,NA,22,43662241,NA,processed_pseudogene,471922,1,64,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.687016733,9.06E-05,NA
PACSIN2,ENSG00000100266,rs528981060,OA,NA,22,43662241,11252,protein_coding,251090,1,64,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,0.196487731,0.034180686,NA,NA,0
