geneid	chr	s1	s2
ENSG00000155380	chr1	112911847	112957013
ENSG00000155393	chr16	50065941	50106387
ENSG00000155438	chr2	121726945	121736923
ENSG00000155463	chr14	22766522	22773041
ENSG00000155465	chr14	22773222	22829820
ENSG00000155506	chr5	154712902	154817607
ENSG00000155508	chr5	154857553	154876793
ENSG00000155545	chr5	56919602	56971675
ENSG00000155561	chr7	135557919	135648757
ENSG00000155592	chr16	25236001	25257931
ENSG00000155621	chr9	71911510	71986054
ENSG00000155629	chr10	96593312	96720514
ENSG00000155636	chr2	178112424	178139011
ENSG00000155660	chr7	149003062	149028641
ENSG00000155729	chr2	200488952	200519784
ENSG00000155744	chr2	200973718	201071671
ENSG00000155755	chr2	201620184	201643570
ENSG00000155760	chr2	202034587	202038445
ENSG00000155792	chr8	119873717	120050913
ENSG00000155827	chr9	101533851	101563344
ENSG00000155850	chr5	149960737	149993455
ENSG00000155858	chr5	157743695	157760709
ENSG00000155868	chr5	157137412	157159019
ENSG00000155876	chr9	19049395	19050983
ENSG00000155893	chr3	141228726	141367753
ENSG00000155903	chr3	141487047	141615342
ENSG00000155906	chr6	151404762	151452181
ENSG00000155957	chr12	66135846	66170072
ENSG00000155959	chrX	155197007	155239817
ENSG00000155970	chr8	17027238	17122644
ENSG00000155974	chr12	66347431	67069162
ENSG00000155975	chr8	17246571	17302427
ENSG00000156011	chr8	18527301	19084730
ENSG00000156017	chr9	74981020	75028423
ENSG00000156026	chr10	72692131	72887694
ENSG00000156030	chr14	73715122	73790285
ENSG00000156050	chr14	73931501	73950414
ENSG00000156052	chr9	77716087	78031458
ENSG00000156103	chr8	88032009	88328025
ENSG00000156110	chr10	74151185	74709303
ENSG00000156113	chr10	76869601	77638369
ENSG00000156136	chr4	70992538	71030914
ENSG00000156140	chr4	72280969	72569386
ENSG00000156162	chr8	94719703	94793836
ENSG00000156170	chr8	94895767	95116455
ENSG00000156171	chr1	111117333	111140216
ENSG00000156172	chr8	95244919	95269201
ENSG00000156219	chr4	76011184	76112802
ENSG00000156232	chr15	82809628	82836108
ENSG00000156239	chr21	28872191	28885371
ENSG00000156253	chr21	29004384	29019378
ENSG00000156256	chr21	29024629	29054488
ENSG00000156261	chr21	29055805	29073797
ENSG00000156265	chr21	29077471	29175889
ENSG00000156273	chr21	29194071	29630751
ENSG00000156304	chr21	31671033	31732075
ENSG00000156345	chr9	87966441	87974753
ENSG00000156374	chr10	103302796	103351134
ENSG00000156381	chr14	102501760	102509799
ENSG00000156398	chr10	102714538	102743492
ENSG00000156411	chr14	103912288	103928269
ENSG00000156466	chr8	96142330	96160792
ENSG00000156467	chr8	96225920	96235634
ENSG00000156469	chr8	96239398	96261610
ENSG00000156471	chr8	96261715	96336995
ENSG00000156482	chr8	98024851	98046469
ENSG00000156502	chr10	69180232	69209099
ENSG00000156504	chrX	134769566	134797232
ENSG00000156508	chr6	73515750	73523797
ENSG00000156515	chr10	69269984	69401884
ENSG00000156521	chr10	70137981	70146676
ENSG00000156531	chrX	134373253	134428791
ENSG00000156535	chr6	73695785	73828316
ENSG00000156587	chr11	57551656	57568284
ENSG00000156599	chr11	57667747	57701187
ENSG00000156603	chr11	57703714	57712323
ENSG00000156639	chr6	37819499	38154624
ENSG00000156642	chr15	73560014	73634134
ENSG00000156650	chr10	74825582	75032622
ENSG00000156671	chr10	75099586	75182123
ENSG00000156675	chr8	37858618	37899467
ENSG00000156697	chrX	129906121	129929761
ENSG00000156709	chrX	130129362	130165887
ENSG00000156735	chr8	38176533	38213301
ENSG00000156795	chr8	123416725	123467230
ENSG00000156802	chr8	123319850	123416350
ENSG00000156804	chr8	123497889	123541206
ENSG00000156831	chr8	125091679	125367120
ENSG00000156853	chr16	30602558	30624012
ENSG00000156858	chr16	30650717	30656440
ENSG00000156860	chr16	30658431	30670814
ENSG00000156873	chr16	30748270	30761176
ENSG00000156928	chr7	23298739	23311729
ENSG00000156931	chr3	184812143	185052614
ENSG00000156958	chr15	49155656	49367869
ENSG00000156973	chr2	231732425	231786272
ENSG00000156976	chr3	186783205	186789900
ENSG00000156983	chr3	9731729	9748018
ENSG00000156990	chr3	9837849	9844602
ENSG00000157014	chr3	10248023	10281218
ENSG00000157020	chr3	10293131	10321178
ENSG00000157036	chr3	38496127	38542161
ENSG00000157045	chr16	15037853	15056079
ENSG00000157077	chr1	52142094	52346686
ENSG00000157106	chr16	18804853	18926454
ENSG00000157107	chr5	72955981	73090522
ENSG00000157110	chr8	30384479	30572261
ENSG00000157150	chr3	12153051	12159351
ENSG00000157168	chr8	31639386	32767959
ENSG00000157181	chr1	186375838	186421378
ENSG00000157184	chr1	53196429	53214197
ENSG00000157191	chr1	16440672	16460078
ENSG00000157193	chr1	53242364	53328070
ENSG00000157212	chr7	154943687	155003084
ENSG00000157216	chr1	54225432	54413479
ENSG00000157224	chr7	90383721	90513402
ENSG00000157227	chr14	22836557	22849027
ENSG00000157240	chr7	91264364	91271326
ENSG00000157259	chr7	92447448	92459432
ENSG00000157326	chr14	23953586	23969279
ENSG00000157349	chr16	70289663	70335283
ENSG00000157350	chr16	70375978	70439237
ENSG00000157353	chr16	70454421	70480274
ENSG00000157379	chr14	24290598	24299833
ENSG00000157404	chr4	54657918	54740715
ENSG00000157426	chr4	56338287	56387508
ENSG00000157450	chr15	58865175	59097419
ENSG00000157483	chr15	59132434	59372900
ENSG00000157500	chr3	57227737	57273468
ENSG00000157502	chrX	106168305	106208956
ENSG00000157514	chrX	107713221	107777342
ENSG00000157538	chr21	37223420	37267919
ENSG00000157540	chr21	37365573	37526358
ENSG00000157554	chr21	38380027	38661780
ENSG00000157557	chr21	38805307	38824955
ENSG00000157570	chr11	44726465	44932421
ENSG00000157593	chr6	44254096	44257890
ENSG00000157600	chrX	110002631	110182734
ENSG00000157613	chr11	46277661	46321422
ENSG00000157617	chr21	41885112	41953890
ENSG00000157625	chrX	30827442	30975084
ENSG00000157637	chr17	81245000	81295547
ENSG00000157657	chr9	113876282	114056591
ENSG00000157680	chr7	137381037	137847092
ENSG00000157693	chr9	114611206	114646422
ENSG00000157741	chr7	139230356	139308236
ENSG00000157764	chr7	140719327	140924928
ENSG00000157778	chr7	1567330	1571005
ENSG00000157796	chr4	39182404	39285810
ENSG00000157800	chr7	140293693	140404433
ENSG00000157823	chr15	89830599	89894638
ENSG00000157827	chr2	152335237	152649834
ENSG00000157837	chr12	120762510	120904371
ENSG00000157869	chr4	13361354	13484365
ENSG00000157870	chr1	2586491	2591469
ENSG00000157881	chr1	2508533	2526628
ENSG00000157895	chr12	121000486	121016502
ENSG00000157911	chr1	2403964	2413797
ENSG00000157916	chr1	2391775	2405444
ENSG00000157933	chr1	2228695	2310119
ENSG00000157954	chr7	5190188	5233826
ENSG00000157978	chr1	25543580	25568886
ENSG00000157985	chr2	235494089	236131800
ENSG00000158006	chr1	25959767	25998157
ENSG00000158008	chr1	26019884	26036464
ENSG00000158019	chr2	27889941	28338901
ENSG00000158022	chr1	26051304	26068436
ENSG00000158023	chr12	121917862	122003927
ENSG00000158042	chr11	6680782	6683401
ENSG00000158062	chr1	26281328	26318363
ENSG00000158079	chr9	94030794	94109856
ENSG00000158092	chr3	136862208	136949823
ENSG00000158109	chr1	3625002	3630127
ENSG00000158122	chr9	96639577	96655303
ENSG00000158156	chr1	27959462	27968096
ENSG00000158158	chr2	96760902	96811891
ENSG00000158161	chr1	27970344	28088696
ENSG00000158163	chr3	138061990	138115818
ENSG00000158169	chr9	95099054	95426796
ENSG00000158186	chr3	138347648	138405534
ENSG00000158195	chr1	27404226	27490158
ENSG00000158201	chr18	21650897	21704805
ENSG00000158246	chr1	27005020	27012836
ENSG00000158258	chr3	139935185	140577397
ENSG00000158270	chr18	316740	500722
ENSG00000158290	chrX	120524609	120575794
ENSG00000158292	chr1	6247346	6260975
ENSG00000158301	chrX	102712176	102717733
ENSG00000158321	chr7	69598296	70793495
ENSG00000158352	chrX	50591647	50814302
ENSG00000158373	chr6	26158146	26171349
ENSG00000158406	chr6	26277609	26285638
ENSG00000158411	chr2	99161427	99181058
ENSG00000158417	chr2	99337353	99401326
ENSG00000158435	chr2	101252802	101270316
ENSG00000158467	chr7	129225023	129430211
ENSG00000158470	chr20	49632945	49713878
ENSG00000158480	chr20	49903391	49915508
ENSG00000158526	chrX	54440401	54445487
ENSG00000158545	chr16	88570381	88631966
ENSG00000158552	chr2	219195237	219209651
ENSG00000158555	chr11	75434640	75525903
ENSG00000158560	chr7	95772506	96110322
ENSG00000158604	chr7	44577894	44582287
ENSG00000158615	chr1	204403387	204411791
ENSG00000158623	chr7	130506238	130668748
ENSG00000158636	chr11	76444923	76553025
ENSG00000158669	chr8	41577187	41625001
ENSG00000158691	chr6	28378955	28399734
ENSG00000158710	chr1	159918107	159925732
ENSG00000158711	chr1	205597556	205631962
ENSG00000158715	chr1	205657851	205680459
ENSG00000158716	chr1	159780932	159782543
ENSG00000158717	chr16	88696495	88706421
ENSG00000158747	chr1	19596979	19658456
ENSG00000158769	chr1	160995211	161021348
ENSG00000158773	chr1	161039251	161045977
ENSG00000158792	chr16	89696343	89701705
ENSG00000158793	chr1	161118086	161125445
ENSG00000158796	chr1	161120974	161132688
ENSG00000158805	chr16	89720400	89740903
ENSG00000158828	chr1	20633455	20651511
ENSG00000158850	chr1	161171310	161177968
ENSG00000158859	chr1	161184308	161199056
ENSG00000158863	chr8	22089159	22104898
ENSG00000158864	chr1	161197104	161214395
ENSG00000158882	chr1	161225939	161230744
ENSG00000158941	chr8	22604632	22621514
ENSG00000158966	chr1	64470792	64693058
ENSG00000158985	chr5	131245493	131398447
ENSG00000158987	chr5	131423921	131635236
ENSG00000159023	chr1	28887091	29120046
ENSG00000159063	chr11	78100936	78139660
ENSG00000159069	chr9	136940435	136944696
ENSG00000159079	chr21	32592079	32612866
ENSG00000159082	chr21	32628759	32728048
ENSG00000159086	chr21	32733899	32771858
ENSG00000159111	chr17	47823272	47831534
ENSG00000159128	chr21	33402896	33479348
ENSG00000159131	chr21	33503931	33543491
ENSG00000159140	chr21	33542618	33577481
ENSG00000159147	chr21	33559542	33588708
ENSG00000159164	chr1	149903318	149917882
ENSG00000159176	chr1	201483530	201509456
ENSG00000159184	chr17	48724763	48729178
ENSG00000159199	chr17	48892765	48895871
ENSG00000159200	chr21	34513142	34615142
ENSG00000159202	chr17	48908369	48929056
ENSG00000159210	chr17	48929316	48945117
ENSG00000159212	chr21	34669389	34718227
ENSG00000159216	chr21	34787801	36004667
ENSG00000159217	chr17	48997412	49055650
ENSG00000159228	chr21	36069941	36073166
ENSG00000159251	chr15	34788096	34796139
ENSG00000159256	chr21	36320189	36386148
ENSG00000159267	chr21	36750888	36990236
ENSG00000159307	chr22	43197283	43343388
ENSG00000159322	chr15	72751369	72785846
ENSG00000159335	chr12	6765516	6770952
ENSG00000159346	chr1	202940823	202958572
ENSG00000159348	chr1	202961869	202967280
ENSG00000159352	chr1	151254703	151267479
ENSG00000159363	chr1	16985958	17011928
ENSG00000159377	chr1	151399534	151401944
ENSG00000159388	chr1	203305491	203309602
ENSG00000159399	chr2	74833981	74893359
ENSG00000159403	chr12	7080209	7092607
ENSG00000159423	chr1	18871430	18902781
ENSG00000159433	chr15	42575659	42720981
ENSG00000159445	chr1	151873584	151909808
ENSG00000159459	chr15	42942897	43106113
ENSG00000159461	chr16	56361452	56425538
ENSG00000159479	chr1	43383917	43389808
ENSG00000159579	chr16	57186137	57240475
ENSG00000159592	chr1	45627304	45688113
ENSG00000159593	chr16	66802875	66873256
ENSG00000159596	chr1	45687214	45694443
ENSG00000159658	chr1	46675159	46719064
ENSG00000159674	chr4	1166932	1208962
ENSG00000159685	chr3	126704220	126960406
ENSG00000159692	chr4	1211448	1249953
ENSG00000159720	chr16	67438014	67481237
ENSG00000159784	chr7	143353400	143362770
ENSG00000159788	chr4	3293028	3439913
ENSG00000159792	chr16	67893272	67929678
ENSG00000159840	chr7	143381080	143391111
ENSG00000159842	chr17	1003518	1229021
ENSG00000159873	chr22	28772674	28789301
ENSG00000159899	chr9	35792154	35809732
ENSG00000159921	chr9	36214441	36277056
ENSG00000160007	chr19	46918676	47005077
ENSG00000160014	chr19	46601074	46610793
ENSG00000160049	chr1	10456522	10472526
ENSG00000160050	chr1	32200386	32205387
ENSG00000160055	chr1	32214472	32222359
ENSG00000160058	chr1	32365103	32394731
ENSG00000160062	chr1	32539427	32605939
ENSG00000160072	chr1	1471769	1497848
ENSG00000160075	chr1	1541673	1574869
ENSG00000160087	chr1	1253909	1273885
ENSG00000160094	chr1	33256545	33300719
ENSG00000160097	chr1	32862268	32872482
ENSG00000160113	chr19	17231883	17245940
ENSG00000160131	chrX	151396515	151409364
ENSG00000160145	chr3	124080023	124726325
ENSG00000160161	chr19	19538248	19546659
ENSG00000160193	chr21	42843094	42879568
ENSG00000160194	chr21	42879644	42913304
ENSG00000160199	chr21	42974510	43033931
ENSG00000160208	chr21	43659548	43696079
ENSG00000160209	chr21	43719094	43762307
ENSG00000160211	chrX	154531391	154547572
ENSG00000160213	chr21	43772511	43776445
ENSG00000160214	chr21	43789513	43805293
ENSG00000160216	chr21	43865186	43986536
ENSG00000160218	chr21	44012319	44106552
ENSG00000160226	chr21	44328944	44339402
ENSG00000160233	chr21	44455486	44462196
ENSG00000160256	chr21	44940010	44976989
ENSG00000160285	chr21	46188141	46228824
ENSG00000160293	chr9	133761894	133992604
ENSG00000160294	chr21	46235126	46286297
ENSG00000160299	chr21	46324122	46445769
ENSG00000160305	chr21	46458899	46569852
ENSG00000160310	chr21	46635167	46665124
ENSG00000160325	chr9	133459965	133470848
ENSG00000160326	chr9	133471095	133479137
ENSG00000160336	chr19	53431993	53458261
ENSG00000160352	chr19	21082159	21125270
ENSG00000160360	chr9	136327476	136359605
ENSG00000160392	chr19	40319536	40348527
ENSG00000160410	chr19	40576851	40591399
ENSG00000160445	chr9	128729786	128772414
ENSG00000160446	chr9	128720869	128724127
ENSG00000160469	chr19	55282072	55312533
ENSG00000160551	chr17	29390464	29551904
ENSG00000160563	chr9	131860107	132079908
ENSG00000160570	chr19	42198598	42220140
ENSG00000160584	chr11	116843402	117098437
ENSG00000160602	chr17	28725897	28743455
ENSG00000160606	chr17	28724348	28727935
ENSG00000160613	chr11	117204337	117232525
ENSG00000160633	chr19	5623035	5668478
ENSG00000160679	chr1	153633982	153646306
ENSG00000160685	chr1	155002630	155018522
ENSG00000160688	chr1	154983338	154993111
ENSG00000160691	chr1	154962298	154974395
ENSG00000160695	chr11	119067692	119081978
ENSG00000160703	chr11	119166568	119184016
ENSG00000160710	chr1	154582062	154627999
ENSG00000160712	chr1	154405193	154469450
ENSG00000160714	chr1	154548577	154559028
ENSG00000160741	chr1	153947669	153958625
ENSG00000160746	chr3	43354859	43691594
ENSG00000160752	chr1	155308748	155320666
ENSG00000160753	chr1	155320896	155331114
ENSG00000160767	chr1	155247205	155255483
ENSG00000160783	chr1	156212993	156240042
ENSG00000160785	chr1	156193932	156212796
ENSG00000160789	chr1	156082573	156140089
ENSG00000160796	chr3	46979683	47009703
ENSG00000160799	chr3	46921726	46982010
ENSG00000160803	chr1	156035301	156053794
ENSG00000160813	chr7	100435282	100436565
ENSG00000160818	chr1	156594487	156601496
ENSG00000160870	chr7	99684957	99735196
ENSG00000160877	chr19	13118103	13141141
ENSG00000160888	chr19	13150415	13154908
ENSG00000160908	chr7	99486519	99500324
ENSG00000160917	chr7	99438922	99457371
ENSG00000160932	chr8	143017982	143023832
ENSG00000160948	chr8	144423601	144428563
ENSG00000160949	chr8	144428775	144444444
ENSG00000160953	chr19	1354711	1378431
ENSG00000160957	chr8	144511288	144517845
ENSG00000160959	chr8	144517992	144525178
ENSG00000160961	chr19	14689801	14733746
ENSG00000160972	chr8	144477969	144502121
ENSG00000160991	chr7	102433106	102456821
ENSG00000160993	chr7	102456238	102464876
ENSG00000161010	chr5	179835133	179862173
ENSG00000161011	chr5	179806398	179838078
ENSG00000161013	chr5	179797597	179806952
ENSG00000161016	chr8	144789765	144792587
ENSG00000161021	chr5	179732850	179777286
ENSG00000161036	chr7	102464929	102473168
ENSG00000161048	chr7	103099776	103149560
ENSG00000161057	chr7	103344254	103369395
ENSG00000161091	chr19	3538261	3574290
ENSG00000161179	chr22	21628089	21630064
ENSG00000161202	chr3	184155388	184173610
ENSG00000161203	chr3	184174689	184184091
ENSG00000161204	chr3	184186023	184194012
ENSG00000161217	chr3	196214222	196287957
ENSG00000161277	chr19	36034985	36054762
ENSG00000161381	chr17	39063303	39154394
ENSG00000161395	chr17	39671122	39696797
ENSG00000161513	chr17	74862497	74873031
ENSG00000161526	chr17	75667116	75708062
ENSG00000161533	chr17	75941507	75979363
ENSG00000161542	chr17	76309486	76384521
ENSG00000161547	chr17	76734115	76737374
ENSG00000161618	chr19	49453169	49471048
ENSG00000161638	chr12	54395261	54419460
ENSG00000161647	chr17	43800799	43833170
ENSG00000161671	chr19	50476400	50490870
ENSG00000161677	chr19	50505998	50511353
ENSG00000161682	chr17	44353215	44363875
ENSG00000161714	chr17	45108967	45133354
ENSG00000161791	chr12	49636499	49708165
ENSG00000161800	chr12	49976923	50033136
ENSG00000161813	chr12	50392383	50480004
ENSG00000161847	chr19	10316212	10333640
ENSG00000161896	chr6	33721670	33746905
ENSG00000161904	chr6	33771202	33789136
ENSG00000161920	chr17	4731428	4733610
ENSG00000161956	chr17	7561875	7571969
ENSG00000161970	chr17	8377516	8383250
ENSG00000161980	chr16	46407	53628
ENSG00000161981	chr16	53010	57669
ENSG00000161996	chr16	649311	667833
ENSG00000161999	chr16	681671	684528
ENSG00000162065	chr16	2475051	2509560
ENSG00000162066	chr16	2520357	2531422
ENSG00000162076	chr16	2883186	2899382
ENSG00000162086	chr16	3305406	3318852
ENSG00000162104	chr16	3953387	4116185
ENSG00000162129	chr11	72285495	72434680
ENSG00000162139	chr11	74988134	75018893
ENSG00000162144	chr11	61348745	61362299
ENSG00000162191	chr11	62676498	62679117
ENSG00000162222	chr11	62728069	62740293
ENSG00000162227	chr11	62771303	62787342
ENSG00000162231	chr11	62792123	62806302
ENSG00000162236	chr11	62806897	62832088
ENSG00000162241	chr11	65375192	65383701
ENSG00000162244	chr3	51993600	51995942
ENSG00000162298	chr11	65121780	65134533
ENSG00000162300	chr11	65084223	65088400
ENSG00000162302	chr11	64359148	64372215
ENSG00000162337	chr11	68312609	68449275
ENSG00000162341	chr11	69048897	69162440
ENSG00000162368	chr1	47333797	47378839
ENSG00000162377	chr1	52684451	52698366
ENSG00000162378	chr1	52726467	52827342
ENSG00000162384	chr1	53214099	53220617
ENSG00000162385	chr1	53226892	53238610
ENSG00000162390	chr1	54542257	54639192
ENSG00000162402	chr1	55066359	55215113
ENSG00000162407	chr1	56494747	56645301
ENSG00000162408	chr1	6521347	6554535
ENSG00000162413	chr1	6590724	6614607
ENSG00000162419	chr1	28668732	28719353
ENSG00000162430	chr1	25800176	25818224
ENSG00000162433	chr1	65147549	65232145
ENSG00000162434	chr1	64833229	64966504
ENSG00000162437	chr1	64745095	64833232
ENSG00000162441	chr1	9922113	9943407
ENSG00000162458	chr1	15756607	15786594
ENSG00000162493	chr1	13583465	13617957
